customerName,exp,productName
"Lyon Souveniers",31.86,"1939 Chevrolet Deluxe Coupe"
"Extreme Desk Decorations, Ltd",31.86,"1939 Chevrolet Deluxe Coupe"
"La Rochelle Gifts",31.82,"1958 Chevy Corvette Limited Edition"
"Heintze Collectables",31.82,"1958 Chevy Corvette Limited Edition"
"Mini Classics",31.82,"1958 Chevy Corvette Limited Edition"
FunGiftIdeas.com,31.72,"1982 Lamborghini Diablo"
"Handji Gifts& Co",31.47,"1958 Chevy Corvette Limited Edition"
"Signal Collectibles Ltd.",31.20,"1939 Chevrolet Deluxe Coupe"
"Dragon Souveniers, Ltd.",31.12,"1958 Chevy Corvette Limited Edition"
"Signal Collectibles Ltd.",31.12,"1958 Chevy Corvette Limited Edition"
"Diecast Collectables",30.87,"1939 Chevrolet Deluxe Coupe"
"Marta's Replicas Co.",30.76,"1958 Chevy Corvette Limited Edition"
"Diecast Collectables",30.76,"1958 Chevy Corvette Limited Edition"
"Australian Collectors, Co.",30.59,"1982 Lamborghini Diablo"
"Men 'R' US Retailers, Ltd.",30.59,"1982 Lamborghini Diablo"
"Signal Gift Stores",30.53,"1939 Chevrolet Deluxe Coupe"
"Iberia Gift Imports, Corp.",30.06,"1958 Chevy Corvette Limited Edition"
"Euro+ Shopping Channel",29.87,"1939 Chevrolet Deluxe Coupe"
"AV Stores, Co.",29.87,"1939 Chevrolet Deluxe Coupe"
"Amica Models & Co.",29.87,"1939 Chevrolet Deluxe Coupe"
"Rovelli Gifts",29.87,"1939 Chevrolet Deluxe Coupe"
Toys4GrownUps.com,29.54,"1939 Chevrolet Deluxe Coupe"
"Vitachrome Inc.",29.35,"1958 Chevy Corvette Limited Edition"
"Oulu Toy Supplies, Inc.",29.35,"1958 Chevy Corvette Limited Edition"
"Auto Associés & Cie.",29.21,"1939 Chevrolet Deluxe Coupe"
"Down Under Souveniers, Inc",28.88,"1939 Chevrolet Deluxe Coupe"
"La Corne D'abondance, Co.",28.64,"1958 Chevy Corvette Limited Edition"
"Marseille Mini Autos",27.88,"1939 Chevrolet Deluxe Coupe"
"Corporate Gift Ideas Co.",27.55,"1939 Chevrolet Deluxe Coupe"
"Saveley & Henriot, Co.",27.22,"1939 Chevrolet Deluxe Coupe"
"Anna's Decorations, Ltd",26.55,"1939 Chevrolet Deluxe Coupe"
"Online Diecast Creations Co.",26.55,"1939 Chevrolet Deluxe Coupe"
